,reference,country,title,author,is_gov,word_count,Body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity
2007-10-31,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-01,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-02,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-03,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-04,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-05,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-06,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-07,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-08,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-09,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-10,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-11,r071031a_BOE,United Kingdom,"Risk, Uncertainty and Monetary Policy",Bean,False,3883,BOE,Bank of England,2007,en,0.9999,-0.3650793621819098,-0.17866065
2007-11-12,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-13,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-14,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-15,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-16,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-17,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-18,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-19,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-20,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-21,r071112a_BOE,United Kingdom,New Markets and New Demands: Challenges for Central Banks in the Wholesale Market Infrastructure,Jenkinson,False,3603,BOE,Bank of England,2007,en,0.9999,-0.2582781439849129,0.1729034
2007-11-22,r071122a_BOE,United Kingdom,Current Monetary Policy Issues,Lomax,False,2852,BOE,Bank of England,2007,en,0.9996,-0.4883720892374257,-0.2694502
2007-11-23,r071122a_BOE,United Kingdom,Current Monetary Policy Issues,Lomax,False,2852,BOE,Bank of England,2007,en,0.9996,-0.4883720892374257,-0.2694502
2007-11-24,r071122a_BOE,United Kingdom,Current Monetary Policy Issues,Lomax,False,2852,BOE,Bank of England,2007,en,0.9996,-0.4883720892374257,-0.2694502
2007-11-25,r071122a_BOE,United Kingdom,Current Monetary Policy Issues,Lomax,False,2852,BOE,Bank of England,2007,en,0.9996,-0.4883720892374257,-0.2694502
2007-11-26,r071122a_BOE,United Kingdom,Current Monetary Policy Issues,Lomax,False,2852,BOE,Bank of England,2007,en,0.9996,-0.4883720892374257,-0.2694502
2007-11-27,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-11-28,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-11-29,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-11-30,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-01,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-02,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-03,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-04,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-05,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-06,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-07,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-08,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-09,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-10,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-11,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-12,r071127a_BOE,United Kingdom,A Tale of Two Shocks: Global Challenges for UK Monetary Policy,Sentance,False,3994,BOE,Bank of England,2007,en,0.9997,-0.4457831298446799,0.04850343
2007-12-13,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-14,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-15,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-16,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-17,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-18,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-19,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-20,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-21,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-22,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-23,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-24,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-25,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-26,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-27,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-28,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-29,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-30,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2007-12-31,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-01,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-02,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-03,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-04,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-05,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-06,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-07,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-08,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-09,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-10,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-11,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-12,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-13,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-14,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-15,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-16,r071213a_BOE,United Kingdom,Money and Credit: Banking and the Macroeconomy,Tucker,False,5126,BOE,Bank of England,2007,en,0.9999,-0.4132231387883341,-0.11675361
2008-01-17,r080117a_BOE,United Kingdom,The Impact of the Financial Market Disruption on the UK Economy,Gieve,False,2735,BOE,Bank of England,2008,en,0.9701,-0.52380952069161,-0.6165351
2008-01-18,r080117a_BOE,United Kingdom,The Impact of the Financial Market Disruption on the UK Economy,Gieve,False,2735,BOE,Bank of England,2008,en,0.9701,-0.52380952069161,-0.6165351
2008-01-19,r080117a_BOE,United Kingdom,The Impact of the Financial Market Disruption on the UK Economy,Gieve,False,2735,BOE,Bank of England,2008,en,0.9701,-0.52380952069161,-0.6165351
2008-01-20,r080117a_BOE,United Kingdom,The Impact of the Financial Market Disruption on the UK Economy,Gieve,False,2735,BOE,Bank of England,2008,en,0.9701,-0.52380952069161,-0.6165351
2008-01-21,r080117a_BOE,United Kingdom,The Impact of the Financial Market Disruption on the UK Economy,Gieve,False,2735,BOE,Bank of England,2008,en,0.9701,-0.52380952069161,-0.6165351
2008-01-22,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-23,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-24,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-25,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-26,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-27,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-28,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-29,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-30,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-01-31,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-01,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-02,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-03,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-04,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-05,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-06,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-07,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-08,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-09,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-10,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-11,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-12,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-13,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-14,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-15,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-16,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-17,r080122a_BOE,United Kingdom,Speech,Cbi,False,2265,BOE,Bank of England,2008,en,0.997,-0.6249999934895835,-0.6124311
2008-02-18,r080218a_BOE,United Kingdom,Financial Markets and Household Consumption,Besley,False,2823,BOE,Bank of England,2008,en,0.9999,-0.1948051922752572,-0.2428119
2008-02-19,r080219a_BOE,United Kingdom,Policy Dilemmas,No_Info,False,3403,BOE,Bank of England,2008,en,0.9994,-0.4578313225431848,-0.3993502
2008-02-20,r080219a_BOE,United Kingdom,Policy Dilemmas,No_Info,False,3403,BOE,Bank of England,2008,en,0.9994,-0.4578313225431848,-0.3993502
2008-02-21,r080221a_BOE,United Kingdom,How Big is the Risk of Recession?,Sentance,False,3193,BOE,Bank of England,2008,en,0.9995,-0.245283017325264,-0.0634079
2008-02-22,r080221a_BOE,United Kingdom,How Big is the Risk of Recession?,Sentance,False,3193,BOE,Bank of England,2008,en,0.9995,-0.245283017325264,-0.0634079
2008-02-23,r080221a_BOE,United Kingdom,How Big is the Risk of Recession?,Sentance,False,3193,BOE,Bank of England,2008,en,0.9995,-0.245283017325264,-0.0634079
2008-02-24,r080221a_BOE,United Kingdom,How Big is the Risk of Recession?,Sentance,False,3193,BOE,Bank of England,2008,en,0.9995,-0.245283017325264,-0.0634079
2008-02-25,r080221a_BOE,United Kingdom,How Big is the Risk of Recession?,Sentance,False,3193,BOE,Bank of England,2008,en,0.9995,-0.245283017325264,-0.0634079
2008-02-26,r080226a_BOE,United Kingdom,The State of the Economy,Lomax,False,3248,BOE,Bank of England,2008,en,0.7907,-0.4999999965277778,-0.27913287
2008-02-27,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-02-28,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-02-29,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-01,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-02,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-03,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-04,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-05,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-06,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-07,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-08,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-09,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-10,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-11,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-12,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-13,r080227a_BOE,United Kingdom,The Return of the Credit Cycle: Old Lessons in New Markets,Gieve,False,1991,BOE,Bank of England,2008,en,-0.8442,-0.5263157848568791,-0.22224967
2008-03-14,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-15,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-16,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-17,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-18,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-19,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-20,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-21,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-22,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-23,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-24,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-25,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-26,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-27,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-28,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-29,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-30,r080314a_BOE,United Kingdom,Sovereign Wealth Funds and Global Imbalances,Gieve,False,3136,BOE,Bank of England,2008,en,0.9999,-0.272727270820089,0.076137185
2008-03-31,r080331a_BOE,United Kingdom,"Extract from a speech to the Bank of Israel, Jerusalem",King,True,1425,BOE,Bank of England,2008,en,0.9971,-0.2888888824691359,-0.002530644
2008-04-01,r080331a_BOE,United Kingdom,"Extract from a speech to the Bank of Israel, Jerusalem",King,True,1425,BOE,Bank of England,2008,en,0.9971,-0.2888888824691359,-0.002530644
2008-04-02,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-03,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-04,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
